time,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005,0,0,1.33121661829333e-09,0,1.37178793440864e-09,3.73927508555257e-05,1.45401655102631e-09,6.99851500157341e-05,2.99806631663184e-09,0.000114707718093455,1.84657073890511e-09,5.64824138785912e-05,5.17994680184738e-09,3.78119979188147e-05,2.56386275366099e-09,-0.000299344287663957,8.23085918231257e-09,-0.000696853262345504,3.51096241777882e-09,-0.00125553418328773,1.24597209691757e-08,-0.0023458920482389,4.87942201260247e-09,-0.00168609044031235,1.90002563421997e-08,-0.00222179633920848,5.92015005293975e-09,0.00359005254907819,4.49743741997896e-09,0.00948480975537544,-5.9948337693472e-08,0.0223244404796768,-1.66965063016139e-07,0.0436346720118124,-2.68481853453823e-07,0.0420717745727861
0.01,0,0,3.07094251432548e-08,0,3.14643472223162e-08,0.000295405503481203,3.30167800622866e-08,0.000399643737622699,6.78346028021086e-08,0.000351522809449097,4.05573369478654e-08,-0.000554362847094548,1.14007413252267e-07,-0.00134721785389511,5.17872845419677e-08,-0.00301950403076586,1.71619522156413e-07,-0.00538005074227825,6.32698490999298e-08,-0.00435915957977858,2.53417251309359e-07,-0.00721456373076391,1.01582506689846e-07,0.00277969470443634,3.44706556354181e-07,0.00420258194198565,-1.02161240893053e-08,0.0209866708821723,-1.88782086571104e-07,0.0309585956565494,-1.32050080033345e-06,0.0272536252189151,-2.47409594513105e-06,0.0476980185114245,-2.95350518151881e-06,0.00719427160085714
0.015,0,0,1.90481723729059e-07,0,1.92748301435528e-07,0.000233997773589133,1.97846138068304e-07,-0.000295814274223496,4.00720630198454e-07,-0.00186408289597944,2.16983753348885e-07,-0.00426057103909476,6.16484792811708e-07,-0.00785709741434027,2.08145891136556e-07,-0.00675101195020261,8.364342365984e-07,-0.0118595848378294,2.52559361606241e-07,0.000977801986912827,1.16661991885831e-06,-0.00251456436076236,3.25501687348403e-07,0.0179567951953812,9.01667286908631e-07,0.020025410743097,-1.31651093617861e-06,0.0233825989286021,-2.25563882400271e-06,0.0394751940801121,-4.96870217595068e-06,0.0173490854054332,-8.24958164664789e-06,0.0660440283152509,-6.55429693526238e-06,0.0366665387839414
0.02,0,0,5.35592706230467e-07,0,5.38442645213866e-07,-0.00281217264856214,5.38711885172503e-07,-0.00560204728270267,1.04639904860955e-06,-0.0102961085412615,4.51382900065002e-07,-0.00824232485140732,1.42865553050131e-06,-0.0157316183777593,3.49986951908125e-07,-0.000566356936784219,1.92037929782551e-06,-0.00878972191491757,6.38099554267816e-07,0.0143235470750856,2.23583041601351e-06,0.00932365177175549,-5.05970625024913e-07,0.0192419161818181,-1.96395520733647e-07,0.0271942989442522,-4.6185124137383e-06,0.0178653080676873,-6.99980617168756e-06,0.0500564334279784,-9.02733428911533e-06,0.0276834055023819,-1.8064277370549e-05,0.0708576175812421,-1.23608475680835e-05,0.0110929071360946
0.025,0,0,8.51817495827012e-07,0,8.10894125581639e-07,-0.00808398853379243,7.13259086790681e-07,-0.0124045714782081,1.35362234609059e-06,-0.0179675781852793,4.14800335309247e-07,-0.00467858946165016,1.93574901938477e-06,-0.0149384808746681,8.6271047546849e-07,0.0102772311206674,2.87488056188082e-06,-0.000917729253574593,6.03924199862556e-07,0.0156694761291592,2.0472102058828e-06,0.0149258988531203,-2.67684326147745e-06,0.017106094197341,-3.1345544894474e-06,0.0361040326893636,-8.1760827828214e-06,0.0248904561070582,-1.53492437397974e-05,0.0588937769135183,-1.60710035024552e-05,0.0187492217974789,-3.33836736275736e-05,0.0831625200901505,-1.90767192747159e-05,0.0335943124250796
0.03,0,0,1.11467626433688e-06,0,7.42289133971375e-07,-0.00673026574589783,2.9876105558227e-07,-0.00934169758331742,1.06293481646504e-06,-0.0126417859425136,6.33448564590991e-07,-0.00107412806009641,2.22516657503343e-06,-0.00901324772232159,1.42271897220472e-06,0.007538360366361,2.94620519013031e-06,0.00196101997785416,-4.5180814050089e-07,0.01499164349923,3.31909546373788e-07,0.0216719538195882,-5.49596719581947e-06,0.0234503489694401,-9.78258935271604e-06,0.0444005648533414,-1.50664350235555e-05,0.0205154789786197,-2.89713684337244e-05,0.0663009593380994,-2.288361204931e-05,0.0258714832201664,-5.4987476950338e-05,0.0879566903469545,-2.79710057333803e-05,0.0128592460534531
0.035,0,0,1.21923315564921e-06,0,6.95682378299134e-07,0.00111011893894285,1.92770744360158e-07,0.000733338036027221,1.06741757951503e-06,-9.80107238184799e-05,7.21867181165221e-07,-0.00278415788615258,2.05776883591473e-06,-0.00123000146035805,9.99175555681815e-07,0.00280170738159678,2.0350518761087e-06,0.00826494193618053,-1.94729872752392e-06,0.0158154813443308,-4.19848083558845e-06,0.0270058525779847,-1.12930508617713e-05,0.0201475863093495,-2.08022324014225e-05,0.0491967141640143,-2.19518504442615e-05,0.025275175374002,-4.8835033104896e-05,0.0742504384592707,-3.38791528999701e-05,0.0216545754313558,-8.56040805454463e-05,0.0991174341319633,-3.83117485482976e-05,0.0331394033655374
0.04,0,0,6.02283525582894e-07,0,6.29758895191424e-07,0.00333272059619007,5.0741228844055e-07,0.00499598967950974,8.90856023458267e-07,0.00810691432919088,1.93097910654667e-07,0.00447297972377244,1.41204495109672e-06,0.0128611842751494,5.20021621868265e-07,0.00525570485854563,-3.92626613198466e-08,0.0190160362376542,-4.62018694722644e-06,0.00777279865430086,-9.9019918992808e-06,0.0313960048026567,-1.60814624361145e-05,0.0182668085280462,-3.45788283075515e-05,0.0537746635330151,-3.3775500238066e-05,0.0239849670343443,-7.55774463242996e-05,0.0790465020868172,-4.6867357997601e-05,0.0289394280444902,-0.00012690183657601,0.105544656506303,-5.4105724311394e-05,0.0186841979578182
0.045,0,0,-3.37623064776987e-07,0,-3.9852762047258e-07,0.00265699196693473,-2.52253151615152e-07,0.00636381301009539,-8.62949796842884e-08,0.012681288172465,6.88631005915326e-07,0.0123618056721772,-2.80518564679167e-09,0.0239240421677963,-1.06370197663663e-06,0.00908143138032038,-3.16501362459462e-06,0.0318123001260505,-6.22244059819208e-06,0.0081346713828944,-1.60898832303826e-05,0.0418527831121699,-2.15975416582804e-05,0.0120191578931581,-4.84865810586955e-05,0.0575426102574937,-4.33408825583947e-05,0.0211868319459684,-0.000103313185539648,0.0832676842989075,-6.56257914699587e-05,0.0266054499470407,-0.000173759041005064,0.113147009511795,-7.2465056217058e-05,0.0377650841904493
0.05,0,0,-1.47438867486634e-06,0,-9.80909460389065e-07,0.00529781566899788,-3.39684323860475e-07,0.00889392951868515,-9.74635208966754e-07,0.0156042918584634,2.10073097779973e-08,0.011466329739481,-1.77360200297896e-06,0.0286803233610769,-2.26069790204509e-06,0.0146997346950818,-7.57954632488789e-06,0.0432413321883027,-1.05314567138153e-05,0.0131114314214748,-2.47214397957482e-05,0.0547403151553147,-2.48706235615971e-05,0.0114153221968765,-6.14981873047229e-05,0.0684654327310012,-5.07619786045166e-05,0.0155721000098013,-0.000125658487076369,0.08591880613686,-7.50966815045462e-05,0.0214968974303971,-0.000207349951883708,0.106657318040687,-8.48718445716165e-05,0.0139977102804663
0.055,0,0,-1.07190911594907e-06,0,-5.45622005828024e-07,0.00522990286843233,6.34080033473277e-08,0.00948247457968684,-2.86059194220538e-07,0.0175394794208327,7.47514406912935e-08,0.0146236605961408,-1.85704887787716e-06,0.0333353107717246,-4.28242290863946e-06,0.0164159924476348,-1.10460883596329e-05,0.0502244355600883,-1.51116947595464e-05,0.0177288879666516,-3.47618887181039e-05,0.0682720984434449,-3.36341418754138e-05,0.0169415585415782,-7.854384778848e-05,0.0817900990298828,-5.28661025367425e-05,0.0107161197700733,-0.000140054788032039,0.0910524914192816,-7.015058208874e-05,0.0061689002903925,-0.000213540993087181,0.0980384244912106,-7.43796159940412e-05,0.013547865192829
